holder_id,check,detail,severity
H0034127,nino_missing,NINO absent,blocking
H0034127,address_incomplete,missing postcode,advisory
H0034144,nino_missing,NINO absent,blocking
H0034168,address_incomplete,missing postcode,advisory
H0034170,address_incomplete,missing address_line_1,advisory
H0034177,address_incomplete,missing address_line_1,advisory
H0034200,nino_missing,NINO absent,blocking
H0034209,nino_malformed,NINO fails structure: bad_format,blocking
H0034213,nino_missing,NINO absent,blocking
H0034216,nino_missing,NINO absent,blocking
H0034221,nino_missing,NINO absent,blocking
H0034222,dob_missing,date_of_birth='',advisory
H0034238,nino_missing,NINO absent,blocking
H0034241,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0034257,nino_missing,NINO absent,blocking
H0034259,nino_malformed,NINO fails structure: suffix_blank,blocking
H0034273,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0034281,nino_missing,NINO absent,blocking
H0034294,nino_missing,NINO absent,blocking
H0034310,address_incomplete,missing address_line_1,advisory
H0034313,nino_missing,NINO absent,blocking
H0034323,nino_missing,NINO absent,blocking
H0034329,dob_missing,date_of_birth='',advisory
H0034334,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0034335,nino_missing,NINO absent,blocking
H0034349,nino_missing,NINO absent,blocking
H0034354,nino_missing,NINO absent,blocking
H0034363,nino_missing,NINO absent,blocking
H0034364,nino_missing,NINO absent,blocking
H0034369,address_incomplete,missing address_line_1,advisory
H0034376,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0034378,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0034380,dob_missing,date_of_birth='',advisory
H0034393,address_incomplete,missing address_line_1,advisory
H0034395,nino_malformed,NINO fails structure: bad_suffix,blocking
H0034408,address_incomplete,missing postcode,advisory
H0034416,address_incomplete,missing postcode,advisory
H0034439,address_incomplete,missing postcode,advisory
H0034443,nino_missing,NINO absent,blocking
H0034448,nino_missing,NINO absent,blocking
H0034454,address_incomplete,missing postcode,advisory
H0034470,address_incomplete,missing address_line_1,advisory
H0034500,address_incomplete,missing address_line_1,advisory
H0034503,nino_missing,NINO absent,blocking
H0034513,nino_malformed,NINO fails structure: bad_format,blocking
H0034553,nino_missing,NINO absent,blocking
H0034558,nino_missing,NINO absent,blocking
H0034591,nino_malformed,NINO fails structure: bad_format,blocking
H0034637,address_incomplete,missing address_line_1,advisory
H0034647,nino_missing,NINO absent,blocking
H0034662,nino_malformed,NINO fails structure: bad_format,blocking
H0034671,nino_missing,NINO absent,blocking
H0034694,nino_missing,NINO absent,blocking
H0034702,nino_malformed,NINO fails structure: suffix_blank,blocking
H0034703,dob_missing,date_of_birth='',advisory
H0034708,address_incomplete,missing address_line_1,advisory
H0034712,nino_missing,NINO absent,blocking
H0034718,dob_missing,date_of_birth='',advisory
H0034720,nino_missing,NINO absent,blocking
H0034724,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0034729,address_incomplete,missing postcode,advisory
H0034746,nino_missing,NINO absent,blocking
H0034779,address_incomplete,missing address_line_1,advisory
H0034810,address_incomplete,missing address_line_1,advisory
H0034813,dob_missing,date_of_birth='',advisory
H0034818,nino_malformed,NINO fails structure: bad_suffix,blocking
H0034820,nino_malformed,NINO fails structure: bad_format,blocking
H0034829,nino_missing,NINO absent,blocking
H0034835,nino_missing,NINO absent,blocking
H0034838,nino_missing,NINO absent,blocking
H0034850,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0034860,nino_missing,NINO absent,blocking
H0034863,nino_missing,NINO absent,blocking
H0034874,address_incomplete,missing address_line_1,advisory
H0034882,nino_malformed,NINO fails structure: bad_format,blocking
H0034890,nino_malformed,NINO fails structure: bad_format,blocking
H0034897,address_incomplete,missing postcode,advisory
H0034905,address_incomplete,missing postcode,advisory
H0034916,nino_missing,NINO absent,blocking
H0034923,nino_malformed,NINO fails structure: bad_suffix,blocking
H0034957,address_incomplete,missing postcode,advisory
H0034972,nino_missing,NINO absent,blocking
H0034974,nino_missing,NINO absent,blocking
H0034986,address_incomplete,missing address_line_1,advisory
H0034994,nino_malformed,NINO fails structure: bad_suffix,blocking
H0035002,nino_malformed,NINO fails structure: bad_format,blocking
H0035034,dob_missing,date_of_birth='',advisory
H0035037,nino_malformed,NINO fails structure: bad_format,blocking
H0035081,address_incomplete,missing address_line_1,advisory
H0035092,nino_missing,NINO absent,blocking
H0035094,address_incomplete,missing postcode,advisory
H0035125,address_incomplete,missing address_line_1,advisory
H0035138,address_incomplete,missing postcode,advisory
H0035148,address_incomplete,missing address_line_1,advisory
H0035153,nino_missing,NINO absent,blocking
H0035165,nino_missing,NINO absent,blocking
H0035196,nino_missing,NINO absent,blocking
H0035218,address_incomplete,missing address_line_1,advisory
H0035219,address_incomplete,missing address_line_1,advisory
H0035232,nino_missing,NINO absent,blocking
H0035245,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0035266,address_incomplete,missing postcode,advisory
H0035276,nino_malformed,NINO fails structure: bad_format,blocking
H0035283,address_incomplete,missing address_line_1,advisory
H0035291,address_incomplete,missing address_line_1,advisory
H0035298,dob_missing,date_of_birth='',advisory
H0035309,nino_malformed,NINO fails structure: bad_format,blocking
H0035355,nino_malformed,NINO fails structure: bad_suffix,blocking
H0035365,address_incomplete,missing postcode,advisory
H0035369,nino_missing,NINO absent,blocking
H0035388,nino_malformed,NINO fails structure: bad_suffix,blocking
H0035390,dob_missing,date_of_birth='',advisory
H0035394,address_incomplete,missing address_line_1,advisory
H0035397,nino_missing,NINO absent,blocking
H0035410,nino_missing,NINO absent,blocking
H0035414,nino_missing,NINO absent,blocking
H0035419,nino_missing,NINO absent,blocking
H0035420,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0035422,dob_missing,date_of_birth='',advisory
H0035446,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0035450,nino_malformed,NINO fails structure: bad_suffix,blocking
H0035461,address_incomplete,missing postcode,advisory
H0035468,nino_malformed,NINO fails structure: bad_format,blocking
H0035470,address_incomplete,missing postcode,advisory
H0035475,nino_missing,NINO absent,blocking
H0035496,address_incomplete,missing postcode,advisory
H0035497,address_incomplete,missing address_line_1,advisory
H0035517,nino_malformed,NINO fails structure: bad_suffix,blocking
H0035518,nino_malformed,NINO fails structure: suffix_blank,blocking
H0035528,address_incomplete,missing address_line_1,advisory
H0035530,nino_missing,NINO absent,blocking
H0035532,nino_missing,NINO absent,blocking
H0035535,nino_malformed,NINO fails structure: bad_format,blocking
H0035537,nino_missing,NINO absent,blocking
H0035544,dob_missing,date_of_birth='',advisory
H0035551,nino_missing,NINO absent,blocking
H0035560,address_incomplete,missing address_line_1,advisory
H0035564,address_incomplete,missing postcode,advisory
H0035569,address_incomplete,missing address_line_1,advisory
H0035571,nino_malformed,NINO fails structure: bad_format,blocking
H0035571,dob_missing,date_of_birth='',advisory
H0035611,dob_missing,date_of_birth='',advisory
H0035623,address_incomplete,missing address_line_1,advisory
H0035641,nino_malformed,NINO fails structure: bad_suffix,blocking
H0035649,address_incomplete,missing postcode,advisory
H0035660,address_incomplete,missing postcode,advisory
H0035665,nino_malformed,NINO fails structure: bad_format,blocking
H0035667,address_incomplete,missing postcode,advisory
H0035672,nino_missing,NINO absent,blocking
H0035672,address_incomplete,missing postcode,advisory
H0035674,nino_missing,NINO absent,blocking
H0035687,nino_malformed,NINO fails structure: bad_format,blocking
H0035692,nino_malformed,NINO fails structure: bad_format,blocking
H0035696,dob_missing,date_of_birth='',advisory
H0035699,nino_missing,NINO absent,blocking
H0035708,nino_missing,NINO absent,blocking
H0035718,nino_malformed,NINO fails structure: bad_suffix,blocking
H0035757,address_incomplete,missing postcode,advisory
H0035758,nino_missing,NINO absent,blocking
H0035816,dob_missing,date_of_birth='',advisory
H0035817,nino_missing,NINO absent,blocking
H0035823,nino_missing,NINO absent,blocking
H0035839,address_incomplete,missing address_line_1,advisory
H0035866,nino_malformed,NINO fails structure: bad_format,blocking
H0035868,dob_missing,date_of_birth='',advisory
H0035882,nino_malformed,NINO fails structure: suffix_blank,blocking
H0035890,nino_missing,NINO absent,blocking
H0035922,nino_missing,NINO absent,blocking
H0035947,nino_missing,NINO absent,blocking
H0035957,nino_missing,NINO absent,blocking
H0036006,nino_malformed,NINO fails structure: bad_format,blocking
H0036013,address_incomplete,missing postcode,advisory
H0036020,nino_malformed,NINO fails structure: suffix_blank,blocking
H0036025,nino_malformed,NINO fails structure: suffix_blank,blocking
H0036039,nino_missing,NINO absent,blocking
H0036057,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0036071,nino_missing,NINO absent,blocking
H0036079,address_incomplete,missing address_line_1,advisory
H0036080,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0036083,nino_missing,NINO absent,blocking
H0036107,nino_malformed,NINO fails structure: bad_format,blocking
H0036122,address_incomplete,missing address_line_1,advisory
H0036125,address_incomplete,missing address_line_1,advisory
H0036127,address_incomplete,missing address_line_1,advisory
H0036129,nino_malformed,NINO fails structure: suffix_blank,blocking
H0036154,nino_malformed,NINO fails structure: bad_format,blocking
H0036156,address_incomplete,missing address_line_1,advisory
H0036175,address_incomplete,missing postcode,advisory
H0036182,address_incomplete,missing address_line_1,advisory
H0036194,nino_malformed,NINO fails structure: suffix_blank,blocking
H0036195,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0036200,nino_malformed,NINO fails structure: bad_suffix,blocking
H0036204,address_incomplete,missing postcode,advisory
H0036220,address_incomplete,missing postcode,advisory
H0036224,nino_missing,NINO absent,blocking
H0036224,address_incomplete,missing postcode,advisory
H0036228,nino_missing,NINO absent,blocking
H0036230,nino_missing,NINO absent,blocking
H0036233,nino_malformed,NINO fails structure: bad_format,blocking
H0036238,address_incomplete,missing address_line_1,advisory
H0036244,nino_missing,NINO absent,blocking
H0036261,nino_missing,NINO absent,blocking
H0036265,address_incomplete,missing postcode,advisory
H0036270,nino_malformed,NINO fails structure: bad_suffix,blocking
H0036296,address_incomplete,missing address_line_1,advisory
H0036309,address_incomplete,missing postcode,advisory
H0036317,nino_malformed,NINO fails structure: bad_format,blocking
H0036339,address_incomplete,missing postcode,advisory
H0036345,address_incomplete,missing postcode,advisory
H0036363,address_incomplete,missing address_line_1,advisory
H0036366,nino_missing,NINO absent,blocking
H0036389,dob_missing,date_of_birth='',advisory
H0036391,dob_missing,date_of_birth='',advisory
H0036393,dob_missing,date_of_birth='',advisory
H0036421,nino_missing,NINO absent,blocking
H0036435,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0036480,nino_missing,NINO absent,blocking
H0036495,address_incomplete,missing address_line_1,advisory
H0036529,nino_missing,NINO absent,blocking
H0036543,nino_malformed,NINO fails structure: bad_format,blocking
H0036556,nino_missing,NINO absent,blocking
H0036590,nino_missing,NINO absent,blocking
H0036591,nino_missing,NINO absent,blocking
H0036610,dob_missing,date_of_birth='',advisory
H0036614,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0036634,address_incomplete,missing postcode,advisory
H0036649,nino_malformed,NINO fails structure: bad_format,blocking
H0036657,address_incomplete,missing address_line_1,advisory
H0036721,address_incomplete,missing postcode,advisory
H0036743,nino_missing,NINO absent,blocking
H0036746,dob_missing,date_of_birth='',advisory
H0036771,dob_missing,date_of_birth='',advisory
H0036773,address_incomplete,missing postcode,advisory
H0036793,nino_malformed,NINO fails structure: bad_format,blocking
H0036795,nino_malformed,NINO fails structure: bad_format,blocking
H0036797,nino_missing,NINO absent,blocking
H0036816,address_incomplete,missing postcode,advisory
H0036835,nino_malformed,NINO fails structure: bad_format,blocking
H0036846,dob_missing,date_of_birth='',advisory
H0036857,nino_missing,NINO absent,blocking
H0036863,dob_missing,date_of_birth='',advisory
H0036876,nino_missing,NINO absent,blocking
H0036891,address_incomplete,missing postcode,advisory
H0036892,nino_missing,NINO absent,blocking
H0036898,nino_missing,NINO absent,blocking
H0036912,nino_malformed,NINO fails structure: bad_suffix,blocking
H0036925,address_incomplete,missing address_line_1,advisory
H0036928,nino_missing,NINO absent,blocking
H0036940,address_incomplete,missing address_line_1,advisory
H0036948,nino_missing,NINO absent,blocking
H0036976,dob_missing,date_of_birth='',advisory
H0036987,dob_missing,date_of_birth='',advisory
H0037006,address_incomplete,missing address_line_1,advisory
H0037008,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0037010,address_incomplete,missing address_line_1,advisory
H0037018,nino_missing,NINO absent,blocking
H0037027,address_incomplete,missing postcode,advisory
H0037049,nino_missing,NINO absent,blocking
H0037058,address_incomplete,missing postcode,advisory
H0037084,address_incomplete,missing postcode,advisory
H0037087,nino_missing,NINO absent,blocking
H0037103,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0037109,nino_missing,NINO absent,blocking
H0037113,address_incomplete,missing postcode,advisory
H0037114,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0037160,address_incomplete,missing address_line_1,advisory
H0037172,nino_missing,NINO absent,blocking
H0037183,nino_missing,NINO absent,blocking
H0037184,dob_missing,date_of_birth='',advisory
H0037190,dob_missing,date_of_birth='',advisory
H0037206,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0037227,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0037231,nino_missing,NINO absent,blocking
H0037233,nino_malformed,NINO fails structure: bad_format,blocking
H0037246,dob_missing,date_of_birth='',advisory
H0037260,nino_missing,NINO absent,blocking
H0037281,nino_missing,NINO absent,blocking
H0037295,nino_missing,NINO absent,blocking
H0037314,nino_malformed,NINO fails structure: suffix_blank,blocking
H0037321,address_incomplete,missing address_line_1,advisory
H0037346,address_incomplete,missing postcode,advisory
H0037357,nino_malformed,NINO fails structure: bad_format,blocking
H0037376,nino_missing,NINO absent,blocking
H0037387,nino_missing,NINO absent,blocking
H0037392,address_incomplete,missing address_line_1,advisory
H0037406,address_incomplete,missing postcode,advisory
H0037413,nino_missing,NINO absent,blocking
H0037418,nino_malformed,NINO fails structure: bad_format,blocking
H0037427,nino_missing,NINO absent,blocking
H0037436,nino_malformed,NINO fails structure: bad_format,blocking
H0037443,address_incomplete,missing address_line_1,advisory
H0037448,address_incomplete,missing address_line_1,advisory
H0037506,nino_malformed,NINO fails structure: bad_format,blocking
H0037513,nino_missing,NINO absent,blocking
H0037517,nino_missing,NINO absent,blocking
H0037518,address_incomplete,missing address_line_1,advisory
H0037529,nino_missing,NINO absent,blocking
H0037530,nino_missing,NINO absent,blocking
H0037546,dob_missing,date_of_birth='',advisory
H0037560,nino_malformed,NINO fails structure: suffix_blank,blocking
H0037570,nino_missing,NINO absent,blocking
H0037573,dob_missing,date_of_birth='',advisory
H0037574,nino_missing,NINO absent,blocking
H0037589,nino_missing,NINO absent,blocking
H0037599,dob_missing,date_of_birth='',advisory
H0037623,address_incomplete,missing address_line_1,advisory
H0037626,dob_missing,date_of_birth='',advisory
H0037634,dob_missing,date_of_birth='',advisory
H0037638,nino_missing,NINO absent,blocking
H0037656,nino_missing,NINO absent,blocking
H0037664,nino_missing,NINO absent,blocking
H0037665,address_incomplete,missing address_line_1,advisory
H0037676,nino_missing,NINO absent,blocking
H0037706,nino_missing,NINO absent,blocking
H0037736,nino_missing,NINO absent,blocking
H0037765,dob_missing,date_of_birth='',advisory
H0037780,nino_missing,NINO absent,blocking
H0037786,nino_malformed,NINO fails structure: bad_suffix,blocking
H0037790,nino_malformed,NINO fails structure: bad_format,blocking
H0037792,address_incomplete,missing postcode,advisory
H0037800,nino_malformed,NINO fails structure: bad_format,blocking
H0037829,nino_missing,NINO absent,blocking
H0037830,nino_missing,NINO absent,blocking
H0037861,nino_missing,NINO absent,blocking
H0037861,dob_missing,date_of_birth='',advisory
H0037868,address_incomplete,missing address_line_1,advisory
H0037871,address_incomplete,missing postcode,advisory
H0037875,nino_missing,NINO absent,blocking
H0037907,nino_missing,NINO absent,blocking
H0037908,nino_missing,NINO absent,blocking
H0037923,nino_missing,NINO absent,blocking
H0037941,nino_missing,NINO absent,blocking
H0038018,nino_missing,NINO absent,blocking
H0038023,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0038029,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0038050,address_incomplete,missing postcode,advisory
H0038056,address_incomplete,missing postcode,advisory
H0038072,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0038077,nino_missing,NINO absent,blocking
H0038097,nino_missing,NINO absent,blocking
H0038112,nino_malformed,NINO fails structure: suffix_blank,blocking
H0038116,nino_malformed,NINO fails structure: bad_suffix,blocking
H0038138,nino_missing,NINO absent,blocking
H0038144,nino_missing,NINO absent,blocking
H0038188,dob_missing,date_of_birth='',advisory
H0038197,nino_missing,NINO absent,blocking
H0038227,address_incomplete,missing address_line_1,advisory
H0038231,nino_missing,NINO absent,blocking
H0038243,nino_missing,NINO absent,blocking
H0038273,address_incomplete,missing postcode,advisory
H0038311,nino_malformed,NINO fails structure: bad_format,blocking
H0038322,nino_missing,NINO absent,blocking
H0038343,nino_malformed,NINO fails structure: suffix_blank,blocking
H0038356,nino_missing,NINO absent,blocking
H0038363,nino_missing,NINO absent,blocking
H0038380,nino_missing,NINO absent,blocking
H0038400,nino_missing,NINO absent,blocking
H0038410,nino_malformed,NINO fails structure: suffix_blank,blocking
H0038413,nino_missing,NINO absent,blocking
H0038413,address_incomplete,missing address_line_1,advisory
H0038419,nino_missing,NINO absent,blocking
H0038428,address_incomplete,missing postcode,advisory
H0038448,nino_missing,NINO absent,blocking
H0038478,dob_missing,date_of_birth='',advisory
H0038482,nino_missing,NINO absent,blocking
H0038495,dob_missing,date_of_birth='',advisory
H0038507,nino_malformed,NINO fails structure: suffix_blank,blocking
H0038513,address_incomplete,missing postcode,advisory
H0038544,address_incomplete,missing address_line_1,advisory
H0038547,nino_missing,NINO absent,blocking
H0038557,nino_missing,NINO absent,blocking
H0038569,dob_missing,date_of_birth='',advisory
H0038572,nino_missing,NINO absent,blocking
H0038586,address_incomplete,missing address_line_1,advisory
H0038592,nino_missing,NINO absent,blocking
H0038603,nino_malformed,NINO fails structure: bad_format,blocking
H0038604,address_incomplete,missing postcode,advisory
H0038624,nino_malformed,NINO fails structure: bad_format,blocking
H0038630,address_incomplete,missing postcode,advisory
H0038640,nino_malformed,NINO fails structure: bad_format,blocking
H0038718,nino_missing,NINO absent,blocking
H0038721,nino_missing,NINO absent,blocking
H0038748,nino_malformed,NINO fails structure: bad_format,blocking
H0038752,address_incomplete,missing address_line_1,advisory
H0038776,nino_missing,NINO absent,blocking
H0038792,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0038796,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0038797,nino_missing,NINO absent,blocking
H0038800,address_incomplete,missing address_line_1,advisory
H0038829,nino_missing,NINO absent,blocking
H0038850,nino_malformed,NINO fails structure: bad_suffix,blocking
H0038850,dob_missing,date_of_birth='',advisory
H0038886,address_incomplete,missing address_line_1,advisory
H0038888,dob_missing,date_of_birth='',advisory
H0038890,dob_missing,date_of_birth='',advisory
H0038908,nino_missing,NINO absent,blocking
H0038913,nino_missing,NINO absent,blocking
H0038926,dob_missing,date_of_birth='',advisory
H0038932,dob_missing,date_of_birth='',advisory
H0038949,nino_malformed,NINO fails structure: bad_format,blocking
H0038952,dob_missing,date_of_birth='',advisory
H0038974,nino_missing,NINO absent,blocking
H0038976,nino_malformed,NINO fails structure: bad_suffix,blocking
H0038984,nino_missing,NINO absent,blocking
H0038984,address_incomplete,missing postcode,advisory
H0038986,dob_missing,date_of_birth='',advisory
H0038989,nino_malformed,NINO fails structure: bad_suffix,blocking
H0038991,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0039008,nino_malformed,NINO fails structure: bad_format,blocking
H0039016,nino_missing,NINO absent,blocking
H0039017,nino_malformed,NINO fails structure: bad_format,blocking
H0039030,dob_missing,date_of_birth='',advisory
H0039030,address_incomplete,missing postcode,advisory
H0039058,nino_missing,NINO absent,blocking
H0039072,nino_missing,NINO absent,blocking
H0039095,nino_malformed,NINO fails structure: bad_format,blocking
H0039100,nino_malformed,NINO fails structure: suffix_blank,blocking
H0039108,address_incomplete,missing postcode,advisory
H0039133,address_incomplete,missing postcode,advisory
H0039153,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0039164,nino_malformed,NINO fails structure: suffix_blank,blocking
H0039166,address_incomplete,missing address_line_1,advisory
H0039167,address_incomplete,missing address_line_1,advisory
H0039189,nino_missing,NINO absent,blocking
H0039202,dob_missing,date_of_birth='',advisory
H0039249,nino_missing,NINO absent,blocking
H0039252,address_incomplete,missing address_line_1,advisory
H0039267,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0039290,dob_missing,date_of_birth='',advisory
H0039308,nino_missing,NINO absent,blocking
H0039311,dob_missing,date_of_birth='',advisory
H0039311,address_incomplete,missing postcode,advisory
H0039312,nino_missing,NINO absent,blocking
H0039313,nino_malformed,NINO fails structure: bad_format,blocking
H0039339,nino_missing,NINO absent,blocking
H0039366,nino_missing,NINO absent,blocking
H0039399,nino_missing,NINO absent,blocking
H0039425,nino_missing,NINO absent,blocking
H0039426,nino_missing,NINO absent,blocking
H0039432,dob_missing,date_of_birth='',advisory
H0039455,dob_missing,date_of_birth='',advisory
H0039456,nino_missing,NINO absent,blocking
H0039483,address_incomplete,missing postcode,advisory
H0039537,address_incomplete,missing address_line_1,advisory
H0039561,nino_missing,NINO absent,blocking
H0039570,dob_missing,date_of_birth='',advisory
H0039609,dob_missing,date_of_birth='',advisory
H0039618,dob_missing,date_of_birth='',advisory
H0039640,address_incomplete,missing postcode,advisory
H0039647,nino_missing,NINO absent,blocking
H0039708,nino_missing,NINO absent,blocking
H0039775,nino_malformed,NINO fails structure: bad_format,blocking
H0039786,address_incomplete,missing postcode,advisory
H0039801,nino_missing,NINO absent,blocking
H0039829,address_incomplete,missing postcode,advisory
H0039832,address_incomplete,missing address_line_1,advisory
H0039836,address_incomplete,missing postcode,advisory
H0039845,address_incomplete,missing postcode,advisory
H0039857,nino_missing,NINO absent,blocking
H0039867,nino_malformed,NINO fails structure: bad_format,blocking
H0039890,address_incomplete,missing postcode,advisory
H0039897,nino_missing,NINO absent,blocking
H0039903,nino_malformed,NINO fails structure: suffix_blank,blocking
H0039923,address_incomplete,missing address_line_1,advisory
H0039924,nino_missing,NINO absent,blocking
H0039940,dob_missing,date_of_birth='',advisory
H0039941,nino_missing,NINO absent,blocking
H0039941,address_incomplete,missing address_line_1,advisory
H0039950,nino_missing,NINO absent,blocking
H0039963,address_incomplete,missing postcode,advisory
H0039982,nino_malformed,NINO fails structure: suffix_blank,blocking
